Date,Open,High,Low,Close,Volume,Adj Close
11/11/2015,366.8,366.8,366.8,366.8,0,364.023
11/10/2015,379.9,379.9,362,366.8,500,364.023
11/9/2015,375,379.8,366.6,371,2400,368.191
11/6/2015,372.3,390,372.3,384,300,381.092
11/5/2015,370.1,381,370,373.8,1900,370.97
11/4/2015,385,385,365.5,368.5,7100,365.71
11/3/2015,388,391,386,389.6,600,386.65
11/2/2015,398.9,398.9,377.4,383.2,5200,380.298
10/30/2015,401.1,404,401,401.1,600,398.063
10/29/2015,401.5,409.8,397.2,403,1200,399.949
10/28/2015,415.2,415.2,401,403.2,600,400.147
10/27/2015,420,420,419.9,420,700,416.82
10/26/2015,417.9,426,416,424.4,1200,421.186
10/23/2015,419.2,435.5,413.6,415.2,3700,412.056
10/22/2015,438.9,438.9,438.9,438.9,0,435.577
10/21/2015,440,440,426,438.9,900,435.577
10/20/2015,420.9,447.7,410,432.9,5100,429.622
10/19/2015,424.1,426.7,422,425.7,300,422.477
10/16/2015,415,428.9,413,428.8,200,425.553
10/15/2015,417,417,402.1,412.6,0,409.476
10/14/2015,421.9,429.8,414.5,416.6,1800,413.446
10/13/2015,427,435.5,422,430.6,1400,427.34
10/12/2015,423,437.9,420,434,1300,430.714
10/9/2015,410,423,410,417.6,1000,414.438
10/8/2015,408.5,409.4,395.4,405.9,1000,402.827
10/7/2015,411.2,416,407.2,411.3,1600,408.186
10/6/2015,390.3,414.4,390.3,411.2,600,408.086
10/5/2015,399.7,405,382.5,393,1100,390.024
10/2/2015,399.3,399.3,399.3,399.3,0,396.277
10/1/2015,411.9,420,391,399.3,600,396.277
9/30/2015,375,434,374,411.9,13600,408.781
9/29/2015,370,379.8,362,372.4,700,369.58
9/28/2015,360,374.9,360,365,2800,362.236
9/25/2015,357.7,357.7,357.7,357.7,0,354.992
9/24/2015,368.7,369.9,356.7,357.7,500,354.992
9/23/2015,362.5,367.1,352.3,361.8,900,359.06
9/22/2015,370,370,361,370,1500,367.198
9/21/2015,377.9,385,365,374.5,700,371.664
9/18/2015,373.5,379.9,367.5,375.9,500,373.054
9/17/2015,368.4,368.4,368.4,368.4,0,365.61
9/16/2015,370.9,371,368,368.4,200,365.61
9/15/2015,375,375,362.1,365.6,1800,362.832
9/14/2015,375,381,370.2,376.5,1200,373.649
9/11/2015,370,389,370,380.7,100,377.817
9/10/2015,375,386,374.6,382.4,400,379.504
9/9/2015,372,390,372,377.5,2100,374.642
9/8/2015,372.5,384,365,384,400,381.092
9/7/2015,390,395,368,378,1100,375.138
9/4/2015,390,390,380,388.5,200,385.558
9/3/2015,390,413.8,389,391,1100,388.039
9/2/2015,390,390,376.1,382.1,800,379.207
9/1/2015,391,413.7,382.5,382.5,1000,379.604
8/31/2015,403.6,409,391,393.5,2200,390.52
8/28/2015,416,437.6,390.5,409.5,2300,406.399
8/27/2015,408.9,428,399.6,416,3400,412.85
8/26/2015,400,421,392,405,700,401.933
8/25/2015,422,448,381.6,409.3,1800,406.201
8/24/2015,435,435,360,408.5,3000,405.407
8/21/2015,445,445,437,440.2,500,436.867
8/20/2015,450.2,451.9,443,444.8,800,441.432
8/19/2015,458,460,452.2,453.3,1200,449.868
8/18/2015,463.3,464.9,452,458.5,300,455.028
8/17/2015,454,465,450,457.7,3200,454.234
8/14/2015,452.6,458,452.6,453.8,500,450.364
8/13/2015,475,475,451,455,600,451.555
8/12/2015,475,475,455,458.3,1000,454.83
8/11/2015,491.5,491.5,470.2,475.4,1500,471.8
8/10/2015,517.8,521.5,475,479.3,5100,475.671
8/7/2015,526,538.6,502,505,6200,501.176
8/6/2015,515,528,501.2,521.5,4000,517.551
8/5/2015,494.7,525,493,502.5,5200,498.695
8/4/2015,491,493.5,480,491.5,900,487.778
8/3/2015,497.3,503.4,490,494.5,200,490.756
7/31/2015,503,505,490,495.4,900,491.649
7/30/2015,465,506,465,491.1,8200,487.381
7/29/2015,457,464.5,455.7,464.5,400,460.983
7/28/2015,456,459.9,447.2,447.2,1200,443.814
7/27/2015,455,455,445,448.6,2500,445.203
7/24/2015,461.5,470.9,450.5,459.9,5600,456.418
7/23/2015,475,475,456,457.7,700,454.234
7/22/2015,450.5,473.8,450.5,469.7,800,466.143
7/21/2015,470,470.3,455,455,2900,449.074
7/20/2015,479.1,479.5,469.5,470.9,200,464.767
7/17/2015,480,480,460,476.9,2200,470.688
7/16/2015,471,479.2,469.6,475.8,1100,469.603
7/15/2015,473.8,485,471.5,471.8,500,465.655
7/14/2015,474,485,468,473.5,600,467.333
7/13/2015,475,479.4,466.5,472.5,600,466.346
7/10/2015,484.5,484.5,470,472.9,300,466.741
7/9/2015,490,490,468,472.9,1000,466.741
7/8/2015,485,488,480,483,1300,476.709
7/7/2015,529,529,482,485.4,1400,479.078
7/6/2015,480,489,475,486.3,300,479.966
7/3/2015,500,500,486,488,1000,481.644
7/2/2015,485.5,510,485.5,495.2,1800,488.75
7/1/2015,485,490,476.7,486.9,900,480.558
6/30/2015,485,485,471,478,400,471.774
6/29/2015,471.75,478.75,460.5,473.5,1200,467.333
6/26/2015,493,493,483.75,486,1100,479.67
6/25/2015,493,505.5,490,493,1000,486.579
6/24/2015,485.25,503.5,485,493.25,1100,486.826
6/23/2015,508.5,509.75,486,492.5,2500,486.085
6/22/2015,489.5,525,481.5,496.25,2200,489.786
6/19/2015,492,494.75,477.25,478.75,300,472.514
6/18/2015,484.75,509,481.75,492.75,5200,486.332
6/17/2015,484,496.75,462.75,489,2600,482.631
6/16/2015,451.5,490,451.5,463.75,300,457.71
6/15/2015,458,458,447,454.75,1000,448.827
6/12/2015,460,474,460,460.5,400,454.502
6/11/2015,486.75,486.75,465,469.75,400,463.632
6/10/2015,475,494,471.75,482,1000,475.722
6/9/2015,480,498,460,467.75,1900,461.658
6/8/2015,499.5,499.5,467.75,476.5,1700,470.294
6/5/2015,488,499.5,480.25,485,500,478.683
6/4/2015,479,489,475,481.25,1400,474.982
6/3/2015,490,501.5,465.25,473,4300,466.839
6/2/2015,508,508,490,494.75,6000,488.306
6/1/2015,515,515,485.5,507.5,5300,500.89
5/29/2015,564.5,564.5,508,524.5,5500,517.668
5/28/2015,545,551.25,538.75,548,600,540.862
5/27/2015,552,554,542.25,543,500,535.928
5/26/2015,550,550,535,538.5,1100,531.486
5/25/2015,560,560,542,548,2700,540.862
5/22/2015,565,568.75,552.5,555,600,547.771
5/21/2015,564,569.5,560,563.75,500,556.407
5/20/2015,568,570,560.5,566.75,2200,559.368
5/19/2015,572.25,586,566.5,571.75,11900,564.303
5/18/2015,584,584,568,571,300,563.563
5/15/2015,562.75,605,562.75,577.25,7300,569.731
5/14/2015,554.5,571.75,554.5,565,1100,557.641
5/13/2015,560,569.5,554.25,561.75,900,554.433
5/12/2015,552.5,559.5,550.5,556.25,1400,549.005
5/11/2015,563,568,551,553.75,900,546.538
5/8/2015,544.5,561,543,548.25,700,541.109
5/7/2015,543.5,553.75,531,536,2600,529.019
5/6/2015,579,580,548,549.5,1300,542.343
5/5/2015,581.25,590,575.5,580,1700,572.446
5/4/2015,585,590.5,583,585,200,577.38
5/1/2015,584.5,584.5,584.5,584.5,0,576.887
4/30/2015,566,587,560,584.5,2200,576.887
4/29/2015,550,606.5,544.25,581.75,8400,574.173
4/28/2015,531.25,548,530,543.5,1400,536.421
4/27/2015,527.25,539,526,533.75,1800,526.798
4/24/2015,541.25,542,520,535,2900,528.032
4/23/2015,546,552,535,539.25,1100,532.226
4/22/2015,555,570,506,529.5,2200,522.603
4/21/2015,571,571,545.25,550.25,1100,543.083
4/20/2015,580.25,599.75,561,563.5,800,556.161
4/17/2015,615,615.5,583,590.5,4000,582.809
4/16/2015,603,639,596,611.25,14900,603.289
4/15/2015,538,628.75,537.5,599.75,36500,591.938
4/14/2015,539.25,539.25,539.25,539.25,0,532.226
4/13/2015,540,545,534.75,539.25,800,532.226
4/10/2015,539,545.5,535,536.75,4000,529.759
4/9/2015,535,548,525,541.5,4500,534.447
4/8/2015,543,545.75,520,525.5,10300,518.655
4/7/2015,563.75,565.5,538,540.75,4100,533.707
4/6/2015,549.5,570,547,561.5,2800,554.187
4/3/2015,547.25,547.25,547.25,547.25,0,540.122
4/2/2015,547.25,547.25,547.25,547.25,0,540.122
4/1/2015,539,555,537.5,547.25,1200,540.122
3/31/2015,547.25,547.25,526,532.75,1400,525.811
3/30/2015,515.25,559.25,513,551.5,4100,544.317
3/27/2015,511,521,511,516.5,3100,509.773
3/26/2015,520,526,510.25,512.5,800,505.825
3/25/2015,527,536,523,529.5,1300,522.603
3/24/2015,518.5,538,518,527.75,1800,520.876
3/23/2015,520,540,520,528,4900,521.123
3/20/2015,545,546.25,518,524.5,10100,517.668
3/19/2015,568,573.5,546,547.5,2900,540.369
3/18/2015,562.25,574,556.25,558.5,1600,551.226
3/17/2015,573.5,581.75,553,565,48300,557.641
3/16/2015,588,590,567.5,575,1100,567.511
3/13/2015,592.5,598,577.75,583.25,1700,575.653
3/12/2015,595,610.25,586,593.25,1300,585.523
3/11/2015,598,610,587.5,594.25,3100,586.51
3/10/2015,618,627,586.5,589.75,2900,582.069
3/9/2015,625,634,612,613.25,2800,605.263
3/6/2015,625.25,625.25,625.25,625.25,0,617.106
3/5/2015,613,634,606,625.25,4900,617.106
3/4/2015,651,661,531.25,592.75,8200,585.03
3/3/2015,647,660,638.5,655,7900,646.469
3/2/2015,620,655.5,590,645.25,16000,636.846
2/27/2015,579,670.25,579,643.25,60200,634.872
2/26/2015,563,575,553,569,2200,561.589
2/25/2015,575,582.5,551.25,561.75,3000,554.433
2/24/2015,585,595,551.25,563.25,4300,555.914
2/23/2015,592,599.5,581,583.75,4300,576.147
2/20/2015,595,608.75,582,591,9400,583.302
2/19/2015,574,612,571.5,588.75,22400,581.082
2/18/2015,532,575,527.5,565,11300,557.641
2/17/2015,524.5,524.5,524.5,524.5,0,517.668
2/16/2015,520.25,539.25,517,524.5,1900,517.668
2/13/2015,530,530,517,526.05,2100,519.198
2/12/2015,545,545.2,525.1,535.2,1800,528.229
2/11/2015,535,542.95,525,541.05,1600,534.003
2/10/2015,529.95,538.45,528,531.05,1400,524.133
2/9/2015,519.5,529.95,507.6,525.3,1500,518.458
2/6/2015,535,535.7,520.05,524.75,4200,517.915
2/5/2015,545,548,538.5,540.6,2200,533.559
2/4/2015,540,550.65,536,543.5,5500,536.421
2/3/2015,530,570,515,547.75,5800,540.616
2/2/2015,528,546.45,518,540.25,5400,533.213
1/30/2015,528.5,532,508.05,525.8,1600,518.952
1/29/2015,540.5,543,525.05,528,1900,521.123
1/28/2015,539.4,546.6,534,539.65,5200,532.621
1/27/2015,512,540,512,530.9,4700,523.985
1/26/2015,502.7,502.7,502.7,502.7,0,496.152
1/23/2015,523,525,500,502.7,3500,496.152
1/22/2015,521.4,529.8,508.75,518.35,6100,511.599
1/21/2015,511,522.95,502,519.05,3500,512.289
1/20/2015,535,549.4,506.5,511.15,7800,504.492
1/19/2015,499.1,538.75,492,533.05,11700,526.107
1/16/2015,456,499,456,491.6,9400,485.197
1/15/2015,456.5,466,448.2,460.5,6800,454.502
1/14/2015,446,461.6,442.15,452,5500,446.113
1/13/2015,435,449,433,440.85,3300,435.108
1/12/2015,414.7,455,409.9,437.25,5500,431.555
1/9/2015,420.05,421.4,413.35,421.4,200,415.911
1/8/2015,417,429.4,410.25,424.25,1000,418.724
1/7/2015,402,411,397,407.3,1300,401.995
1/6/2015,409,416.3,405.2,405.2,700,399.922
1/5/2015,424.95,432,414.95,419.4,1500,413.937
1/2/2015,401,427,401,419,2700,413.543
1/1/2015,424.7,432.7,421.7,426,600,420.451
12/31/2014,400,424.95,397.75,421.2,1900,415.714
12/30/2014,404.05,408.45,401,401.3,0,396.073
12/29/2014,400,409.25,397.1,404.3,700,399.034
12/26/2014,401.1,405,396,397.3,500,392.125
12/25/2014,401.9,401.9,401.9,401.9,0,396.665
12/24/2014,398.55,407.95,396.55,401.9,800,396.665
12/23/2014,405,406.35,398.5,398.5,200,393.31
12/22/2014,402,404.5,396,400.35,4300,395.136
12/19/2014,404.9,411,395,396.1,1600,390.941
12/18/2014,398.75,404,395,395.4,1200,390.25
12/17/2014,387.1,406.9,370,386.6,1500,381.565
12/16/2014,409.95,409.95,382,391.3,2900,386.203
12/15/2014,415,418.75,408.1,410.5,2000,405.153
12/12/2014,428,428,416.5,418.7,900,413.247
12/11/2014,424.9,447.95,419.1,428.35,4400,422.771
12/10/2014,418,421.45,415.15,420.6,1300,415.122
12/9/2014,421.2,429.8,415.15,422.7,1100,417.194
12/8/2014,420,427.9,418,419.5,2200,414.036
12/5/2014,432.95,433,423,423.25,500,417.737
12/4/2014,427.3,441,418.5,419.9,1300,414.431
12/3/2014,413.1,427.6,413.1,422.05,1000,416.553
12/2/2014,419.7,419.7,408.1,411.6,1700,406.239
12/1/2014,420.45,426.65,410,418.85,1300,413.395
11/28/2014,429.95,435,415.25,416.55,1000,411.125
11/27/2014,426.05,428.75,423.15,424.6,500,419.07
11/26/2014,424.6,429.6,420.25,424.9,900,419.366
11/25/2014,436.65,439,412.3,420.65,2400,415.171
11/24/2014,439.8,442.95,432,435.9,700,430.222
11/21/2014,451.2,451.3,425.5,432.55,2100,426.916
11/20/2014,437.05,448.7,434.75,443.45,2500,437.674
11/19/2014,459,469.95,440.5,445.45,4700,439.648
11/18/2014,429.95,462.9,429.95,458.35,10800,452.38
11/17/2014,415.5,426.95,415.25,419,1200,413.543
11/14/2014,414.05,424.5,410,411.7,700,406.338
11/13/2014,411,429.95,407.4,417.6,1200,412.161
11/12/2014,425.1,428,411.15,413.05,1200,407.67
11/11/2014,424.5,430,424.5,427.35,3200,421.784
11/10/2014,435,436.25,418,425.5,1800,419.958
11/7/2014,419.95,440,419.95,427.3,3100,421.734
11/6/2014,424,424,424,424,0,418.477
11/5/2014,423.3,427.2,414,424,4300,418.477
11/4/2014,422,422,422,422,0,416.504
11/3/2014,421.2,428,414,422,700,416.504
10/31/2014,421,434.3,413,420.65,2400,415.171
10/30/2014,418,427,418,420.5,800,415.023
10/29/2014,414,423,414,415.25,500,409.841
10/28/2014,414.85,416,410.5,413.55,400,408.164
10/27/2014,428,428,405,410.4,1800,405.055
10/24/2014,409.25,409.25,409.25,409.25,0,403.92
10/23/2014,409.25,409.25,409.25,409.25,0,403.92
10/22/2014,417,420,405.1,409.25,300,403.92
10/21/2014,418.3,418.3,410,413,600,407.621
10/20/2014,411.9,421.45,403.2,409.8,700,404.462
10/17/2014,407,420,405,411.75,600,406.387
10/16/2014,421.7,432,401,406.6,1000,401.304
10/15/2014,423.05,423.05,423.05,423.05,0,417.54
10/14/2014,435,439.95,423,423.05,500,417.54
10/13/2014,425,438,421,434.1,600,428.446
10/10/2014,437.95,444,428,431.4,4900,425.781
10/9/2014,410.75,475,410.75,436.75,11900,431.061
10/8/2014,401.3,410.55,401.3,404.5,1800,399.231
10/7/2014,413.55,413.55,401.05,407.1,800,401.798
10/6/2014,425,425,425,425,0,419.464
10/3/2014,425,425,425,425,0,419.464
10/2/2014,425,425,425,425,0,419.464
10/1/2014,412.8,425,411.05,420.3,400,414.826
9/30/2014,426.25,427.6,410.1,413.65,1600,408.262
9/29/2014,405.6,439.95,405.5,429.75,1600,424.153
9/26/2014,414.95,415,400,410.2,1200,404.857
9/25/2014,425,425,410,412.55,2400,407.177
9/24/2014,424.2,431.4,413.9,415.25,1400,409.841
9/23/2014,444.9,444.9,420.05,421.45,1400,415.961
9/22/2014,433,442.25,430,438.35,1300,432.641
9/19/2014,426.2,449,426.2,432.1,1700,426.472
9/18/2014,411.05,450.35,411,432.6,3000,426.965
9/17/2014,415.05,441.55,410,421.7,5200,416.207
9/16/2014,459,459,421,428.1,2700,422.524
9/15/2014,463.05,470,455,459.65,3100,453.663
9/12/2014,541,541,451.85,463.85,4300,457.808
9/11/2014,465,465,441,452.2,5700,446.31
9/10/2014,494.95,494.95,454.3,461.05,7700,455.045
9/9/2014,417,495.2,410,482.35,26800,476.067
9/8/2014,399,434,399,412.7,9900,407.325
9/5/2014,372,405,372,398.1,6100,392.915
9/4/2014,397,397,382.5,389.55,900,384.476
9/3/2014,397.8,406.9,392.15,392.75,1800,387.635
9/2/2014,380,397.5,380,393.3,3800,388.177
9/1/2014,371,385.7,371,378.65,1900,373.718
8/29/2014,371.8,371.8,371.8,371.8,0,366.957
8/28/2014,380,385,370.35,371.8,1200,366.957
8/27/2014,380.2,380.2,369.95,373.55,1600,368.685
8/26/2014,385,388.2,369,370.05,2700,365.23
8/25/2014,377,386,374.4,375.95,4800,371.053
8/22/2014,375,377,365.65,368.95,600,364.145
8/21/2014,383,389,366.1,371.5,3000,366.661
8/20/2014,380,384.95,371.5,383.95,3100,378.949
8/19/2014,395,395,373,375.5,1300,370.609
8/18/2014,352,397.95,352,390.9,3200,385.809
8/15/2014,357.4,357.4,357.4,357.4,0,352.745
8/14/2014,350,365,350,357.4,2800,352.745
8/13/2014,370.05,378.85,339.85,347.25,4500,342.727
8/12/2014,372,378.95,342.05,368.05,8000,363.256
8/11/2014,385,385,367.05,370.6,3100,365.773
8/8/2014,414.95,414.95,373.05,382.45,10400,377.469
8/7/2014,429.9,432,418,419.6,800,414.135
8/6/2014,431.75,431.75,421.6,424.7,1700,419.168
8/5/2014,426.65,431.95,421,425.25,1200,419.711
8/4/2014,441.9,446.1,426.5,429.9,1400,424.301
8/1/2014,432.2,434,423,427.45,6700,421.883
7/31/2014,435,448,430,435.5,600,429.828
7/30/2014,435.9,441.7,422,434.75,2400,429.087
7/29/2014,436.45,436.45,436.45,436.45,0,430.765
7/28/2014,430.1,440,425.1,436.45,2700,430.765
7/25/2014,466,466,428.9,433.4,3400,427.755
7/24/2014,455,466.5,446,454.25,600,448.333
7/23/2014,460.35,460.55,444,444.15,1600,438.365
7/22/2014,478,480,458.95,459.05,2500,453.071
7/21/2014,485,485,462,468.85,6800,462.743
7/18/2014,463.6,493,457,461.55,2300,455.538
7/17/2014,470.85,476.5,460.15,470.05,3000,463.928
7/16/2014,414.8,480.05,414.8,472.4,10500,466.247
7/15/2014,412.25,429.1,402.1,406.3,3700,401.008
7/14/2014,420,426,395,411.75,2600,406.387
7/11/2014,465,466.9,417,423,13300,417.491
7/10/2014,471.95,478,415.8,446.8,11100,440.981
7/9/2014,447.2,486.5,447.2,460.85,3300,454.848
7/8/2014,510,528.95,475,481.1,6200,474.834
7/7/2014,458,512.9,456.6,501.3,20700,494.771
7/4/2014,460,465.1,454.25,456.9,3100,450.949
7/3/2014,434,463.7,434,452,400,446.113
7/2/2014,448,464.5,438.4,454.45,6300,448.531
7/1/2014,440,450,429.2,445.7,5300,439.895
6/30/2014,429.5,433.8,426,429.6,1200,424.005
6/27/2014,422,435,421.1,431.4,600,425.781
6/26/2014,436.4,436.4,416.35,427.75,1500,422.179
6/25/2014,426,426,413.9,424.85,1400,419.316
6/24/2014,428,429.95,420,425.05,3200,410.631
6/23/2014,441,441,420,426.6,2900,412.128
6/20/2014,425,440,425,431.4,3700,416.766
6/19/2014,435,439,416.35,427.4,3000,412.901
6/18/2014,439,439,422,431.35,3200,416.717
6/17/2014,400.3,418.5,400.3,415.25,1600,401.163
6/16/2014,387.25,405,387.25,399.55,800,385.996
6/13/2014,415,415,390.2,395.95,3800,382.518
6/12/2014,421,431.8,412.2,413.7,20900,399.666
6/11/2014,440,440,410,421.05,3200,406.767
6/10/2014,430,447,427.3,444.85,17600,429.759
6/9/2014,402,433,400,426,24800,411.549
6/6/2014,383.3,403.9,376,396.75,9700,383.291
6/5/2014,355,375.9,355,375.35,3600,362.617
6/4/2014,361.5,365,350.1,355.65,1700,343.585
6/3/2014,361.6,362,351,358,2000,345.856
6/2/2014,342.1,360,336.05,352.2,15100,340.252
5/30/2014,361.9,361.9,333,342,6500,330.398
5/29/2014,380,380,352.15,366.9,3000,354.454
5/28/2014,388.5,390,375,375.25,800,362.52
5/27/2014,387.6,387.6,367.6,380.2,4000,367.302
5/26/2014,379.2,396,376.65,381,15800,368.075
5/23/2014,377.25,377.25,342.25,363.25,4900,350.927
5/22/2014,379.8,384.95,366,367.6,6200,355.13
5/21/2014,355.4,374.1,354,368.7,10400,356.193
5/20/2014,315,359.9,311,349,28300,337.161
5/19/2014,289,314,289,312.75,10400,302.141
5/16/2014,289.9,289.9,271.3,280.4,5200,270.888
5/15/2014,279,281.5,272,277.5,6400,268.086
5/14/2014,282.5,285.2,271.3,276.8,1300,267.41
5/13/2014,281.65,292.4,277.8,282.5,1400,272.917
5/12/2014,282.1,289.9,277,279.7,2400,270.212
5/9/2014,286,289.8,278,284,2300,274.366
5/8/2014,290,294.25,281.15,285.05,2400,275.38
5/7/2014,295.95,297,287.35,291,1100,281.128
5/6/2014,293,299.45,290,292.75,3700,282.819
5/5/2014,294,294,286.25,290.25,2400,280.404
5/2/2014,287.55,294.95,282.65,287.85,1100,278.085
5/1/2014,287.35,287.35,287.35,287.35,0,277.602
4/30/2014,295,297.9,283,287.35,3500,277.602
4/29/2014,299,300,291,297,3800,286.925
4/28/2014,298.35,302,290.2,291.9,8700,281.998
4/25/2014,290.5,300,290,296.9,10200,286.828
4/24/2014,289.25,289.25,289.25,289.25,0,279.438
4/23/2014,295.05,295.05,285,289.25,7000,279.438
4/22/2014,270,303.95,270,287.95,39500,278.182
4/21/2014,265,265,252.65,253.3,1400,244.707
4/18/2014,263.55,263.55,263.55,263.55,0,254.61
4/17/2014,258.6,267.9,258.6,263.55,1800,254.61
4/16/2014,254,274.4,254,258.9,6800,250.117
4/15/2014,241.5,260,241.5,259.15,8100,250.359
4/14/2014,244.7,244.7,244.7,244.7,0,236.399
4/11/2014,237.05,244.85,237,244.7,5500,236.399
4/10/2014,240,248.95,238,240,1400,231.858
4/9/2014,244.05,249.9,238.9,245.5,1200,237.172
4/8/2014,245,245,245,245,0,236.689
4/7/2014,251.95,251.95,235,245,8800,236.689
4/4/2014,225.05,245,225.05,243.3,4900,235.047
4/3/2014,223,228,223,225.5,1600,217.85
4/2/2014,222.1,230.5,222.1,225.9,2500,218.237
4/1/2014,225,230,225,225.1,1100,217.464
3/31/2014,220,227,216.45,222.6,1200,215.049
3/28/2014,220,223.35,216,220,600,212.537
3/27/2014,220,223.4,216,216,1500,208.673
3/26/2014,226.35,226.35,216,220.2,3600,212.73
3/25/2014,220.25,233,218.6,220.15,15800,212.682
3/24/2014,234.3,234.3,225,225.9,2700,218.237
3/21/2014,224.3,236.5,224.3,233.3,4700,225.386
3/20/2014,216.3,230.85,216.25,226.45,28100,218.768
3/19/2014,225,228.9,221,224.8,1700,217.174
3/18/2014,222,229.9,219.55,222.1,4400,214.566
3/17/2014,225.55,225.55,225.55,225.55,0,217.899
3/14/2014,224.2,228.85,223,225.55,2400,217.899
3/13/2014,214.5,228,214.5,223.8,12600,216.208
3/12/2014,210,214.9,208.8,212.5,3300,205.291
3/11/2014,204.85,211.35,204.85,207.05,6800,200.026
3/10/2014,195,204,194,199.35,3900,192.587
3/7/2014,197,198,193,194.85,5300,188.24
3/6/2014,188.05,198.25,187,194.35,2800,187.757
3/5/2014,192.5,192.95,186.7,192.65,1300,186.115
3/4/2014,188.05,195.45,187.7,191.5,2000,185.004
3/3/2014,186.35,191.8,181.75,187.45,1100,181.091
2/28/2014,185.35,189.5,180,188.5,2800,182.106
2/27/2014,182.4,182.4,182.4,182.4,0,176.212
2/26/2014,177.1,184.9,177,182.4,2000,176.212
2/25/2014,184.85,184.85,180,182.3,1000,176.116
2/24/2014,175,187.8,170.6,180.9,3700,174.763
2/21/2014,174,174,168,169.85,100,164.088
2/20/2014,174.8,174.8,167.65,168.9,600,163.17
2/19/2014,179.65,179.65,167.9,171.95,1500,166.117
2/18/2014,172.05,176,172.05,175.95,300,169.981
2/17/2014,168.55,179.9,168.5,174.1,100,168.194
2/14/2014,178.8,178.8,172.35,174.55,100,168.629
2/13/2014,172.55,173.55,172.55,173.55,0,167.663
2/12/2014,172.6,178,172.15,175.95,500,169.981
2/11/2014,184.8,185.8,172.1,172.3,200,166.455
2/10/2014,176,179.4,176,176.95,100,170.947
2/7/2014,178.45,178.45,171,171.45,1100,165.634
2/6/2014,176.75,176.75,172.2,173.3,700,167.421
2/5/2014,181,181,177,178.35,100,172.3
2/4/2014,180.85,184.9,179.05,180.15,1600,174.039
2/3/2014,186.45,186.45,180,183.05,400,176.84
1/31/2014,184,186.85,181,184.5,3300,178.241
1/30/2014,174.35,182,172,181.25,4000,175.101
1/29/2014,176,177.7,173.55,175,600,169.063
1/28/2014,175,176.35,175,175.95,100,169.981
1/27/2014,175.8,178,173,177.55,500,171.527
1/24/2014,183.1,183.1,177.75,178.75,100,172.686
1/23/2014,181.45,185.55,178,181.85,400,175.681
1/22/2014,182.5,187.7,178.6,183.95,800,177.71
1/21/2014,174.1,184,174,178.05,300,172.01
1/20/2014,185.4,185.4,175.05,177.55,300,171.527
1/17/2014,183,183.45,171.1,180.5,1800,174.377
1/16/2014,180,181,176.75,178.8,400,172.735
1/15/2014,180,184.55,179.2,182,200,175.826
1/14/2014,179.1,180,179.1,180,0,173.894
1/13/2014,182.5,182.7,177.65,180.15,1300,174.039
1/10/2014,183.95,185.9,177.8,181.35,2300,175.198
1/9/2014,183,190,183,184.95,1100,178.676
1/8/2014,187.95,188,183.3,187,700,180.656
1/7/2014,187,190.25,183.35,188.15,1600,181.767
1/6/2014,189,193,186.75,189.5,2800,183.072
1/3/2014,187,192,185.2,189.6,1900,183.168
1/2/2014,183,190,183,186.6,1800,180.27
1/1/2014,181.7,185,177,182.4,2100,176.212
12/31/2013,179,181,177.65,180.4,1700,174.28
12/30/2013,178.75,181.95,176,179.6,700,173.507
12/27/2013,184,184,167.05,178,500,171.962
12/26/2013,172.95,182,170,179.25,2300,173.169
12/25/2013,170.35,170.35,170.35,170.35,0,164.571
12/24/2013,170,170.45,167.35,170.35,400,164.571
12/23/2013,175.7,176,163,170,900,164.233
12/20/2013,158.55,162.5,158.55,160.7,2400,155.249
12/19/2013,159.1,162.4,158.5,160,1800,154.572
12/18/2013,158,161.7,158,158.8,200,153.413
12/17/2013,158.6,159.8,158.6,159.75,400,154.331
12/16/2013,166,166,159.25,160.6,2000,155.152
12/13/2013,162.4,162.4,158.6,160.9,900,155.442
12/12/2013,161,162,159.3,159.4,0,153.993
12/11/2013,161,163.95,160.35,160.9,2400,155.442
12/10/2013,168.95,168.95,161.1,161.3,3400,155.828
12/9/2013,165.45,165.45,161.65,162,1400,156.504
12/6/2013,165.45,165.75,161.2,161.45,1200,155.973
12/5/2013,165,168,162,162.25,200,156.746
12/4/2013,170.95,171,163,164.8,1000,159.209
12/3/2013,167.95,167.95,162.5,163.4,300,157.857
12/2/2013,165.05,169,165,167.5,3200,161.818
11/29/2013,168,169.9,167,167.65,1900,161.963
11/28/2013,167,169.1,166.5,167.95,1600,162.253
11/27/2013,172,172,166.05,168.9,500,163.17
11/26/2013,166.05,171.85,166,167.85,1000,162.156
11/25/2013,171.6,172.55,168.05,170.1,700,164.33
11/22/2013,169.95,175.55,167.5,171.15,6900,165.344
11/21/2013,166.05,172.5,166,171.4,3400,165.586
11/20/2013,171.2,171.2,169.15,170,400,164.233
11/19/2013,168,171.5,167,170.6,800,164.813
11/18/2013,173.4,173.4,170,170,1400,164.233
11/15/2013,171,171,171,171,0,165.199
11/14/2013,170,172.55,168.25,171,700,165.199
11/13/2013,165,171,165,170.55,1800,164.764
11/12/2013,171.05,172,166,167.8,8100,162.108
11/11/2013,175,180,175,179.3,800,173.218
11/8/2013,174.45,180.8,174.45,178.45,18200,172.396
11/7/2013,180,181.4,170.3,174.7,4700,168.774
11/6/2013,181.75,181.95,175.5,179.9,2800,173.797
11/5/2013,172,181,167.1,176.25,2800,170.271
